bib,age,20k_minutes,avg_pace_to_20k,perc_decay_15k_to_20k,finish_minutes
25941,44,122.7,9.78,-0.92,275.32
26360,28,126.05,9.52,-0.17,275.33
27340,45,133.28,9.0,0.49,275.35
24826,34,121.65,9.86,-2.29,275.37
22828,50,125.07,9.59,-1.57,275.4
26949,40,127.3,9.43,-0.08,275.4
27679,37,127.15,9.44,-0.56,275.43
24231,60,116.75,10.28,-0.79,275.43
24280,61,124.63,9.63,-0.74,275.45
24131,70,123.55,9.71,-1.52,275.47
30715,59,129.9,9.24,-0.21,275.47
25048,50,125.87,9.53,-0.92,275.48
30064,31,124.27,9.66,-0.97,275.48
31859,20,134.25,8.94,0.19,275.52
27170,49,127.55,9.41,0.02,275.55
26326,24,132.2,9.08,0.42,275.55
22517,54,130.13,9.22,-0.39,275.55
31569,61,127.8,9.39,-0.81,275.57
30207,47,123.47,9.72,-1.64,275.57
26323,39,122.12,9.83,-0.99,275.57
24234,74,121.85,9.85,-1.19,275.58
25406,24,117.3,10.23,-1.98,275.6
24480,65,119.2,10.07,-0.34,275.6
31927,23,120.15,9.99,0.51,275.62
19350,39,117.52,10.21,-1.58,275.67
26201,23,130.52,9.19,0.47,275.68
23903,67,119.18,10.07,-1.44,275.7
24364,61,123.92,9.68,-1.28,275.7
23783,70,114.02,10.52,-1.27,275.75
24140,74,126.05,9.52,-0.71,275.77
31556,55,124.47,9.64,1.3,275.78
31946,51,113.95,10.53,0.28,275.82
30633,57,123.57,9.71,-0.33,275.82
26891,31,119.45,10.05,-1.97,275.85
29343,66,115.22,10.41,-1.75,275.88
27668,38,129.93,9.24,0.03,275.88
29290,42,118.27,10.15,-0.06,275.9
27043,22,129.18,9.29,0.04,275.92
29682,63,122.75,9.78,-1.77,275.92
27019,23,129.18,9.29,0.04,275.92
31378,48,120.17,9.99,-0.23,275.93
27013,21,129.2,9.29,0.02,275.93
24681,35,122.68,9.78,-0.96,275.95
29932,52,120.28,9.98,-1.15,275.95
26894,20,125.17,9.59,0.42,275.97
26210,20,125.17,9.59,0.4,275.97
29289,43,118.28,10.15,-0.07,275.97
24190,61,119.13,10.07,-1.7,275.98
25155,28,118.6,10.12,0.28,276.02
29128,44,127.93,9.38,-0.17,276.03
24516,67,127.43,9.42,-0.62,276.03
25808,29,126.03,9.52,-1.72,276.05
30550,36,119.15,10.07,-2.03,276.05
23377,57,132.17,9.08,-0.6,276.05
23649,58,125.38,9.57,-1.02,276.07
27709,34,123.48,9.72,0.04,276.1
29692,41,121.42,9.88,-0.95,276.1
30388,61,126.97,9.45,-0.61,276.1
31838,34,126.3,9.5,-0.08,276.1
30569,47,129.88,9.24,0.23,276.1
26270,35,117.6,10.2,-0.2,276.15
23785,55,122.35,9.81,-1.02,276.15
16557,58,122.33,9.81,-1.01,276.15
23320,64,122.35,9.81,-1.02,276.15
29590,56,125.38,9.57,-1.66,276.17
24428,67,127.88,9.38,-0.15,276.17
27257,60,129.07,9.3,-0.55,276.17
24857,23,129.62,9.26,0.09,276.18
15916,70,119.48,10.04,-1.18,276.22
29844,55,126.55,9.48,-2.28,276.25
7567,34,114.73,10.46,-0.25,276.27
26088,27,137.83,8.71,0.46,276.27
31012,47,126.18,9.51,0.07,276.28
26304,27,129.65,9.26,0.15,276.3
23030,59,125.83,9.54,1.0,276.3
26522,27,128.13,9.37,-0.8,276.32
23187,64,116.9,10.27,-1.42,276.33
26517,27,128.15,9.36,-0.81,276.33
26881,43,124.2,9.66,0.67,276.33
24399,62,121.47,9.88,-0.74,276.33
26501,35,116.38,10.31,0.56,276.35
25390,23,129.6,9.26,0.08,276.37
23189,52,116.9,10.27,-1.4,276.37
27112,40,123.37,9.73,-0.21,276.37
30028,54,127.82,9.39,0.77,276.4
30237,27,126.95,9.45,-0.03,276.4
25040,35,113.18,10.6,-1.43,276.4
25908,29,119.25,10.06,-1.52,276.4
25863,54,116.95,10.26,-0.27,276.42
30414,59,125.88,9.53,-0.01,276.42
29346,55,121.82,9.85,-0.45,276.42
31878,38,124.9,9.61,-0.13,276.45
8687,35,124.9,9.61,-0.11,276.45
26658,71,118.95,10.09,-0.85,276.45
31898,34,125.43,9.57,-0.53,276.45
31003,27,129.48,9.27,-1.5,276.48
23845,66,122.3,9.81,-1.75,276.48
30487,32,115.57,10.38,-1.7,276.5
27907,25,127.88,9.38,-0.17,276.5
26979,32,125.45,9.57,-0.34,276.52
29459,30,122.85,9.77,-0.44,276.52
25419,26,124.62,9.63,-0.47,276.53
29127,54,125.58,9.56,-0.67,276.53
7569,71,118.32,10.14,-1.14,276.57
24879,45,127.78,9.39,-0.94,276.6
31015,24,129.6,9.26,0.1,276.6
26835,26,133.92,8.96,0.98,276.62
26839,50,127.78,9.39,-0.94,276.62
26837,23,133.92,8.96,0.96,276.62
16234,57,112.5,10.67,-1.61,276.62
31733,55,128.3,9.35,0.94,276.62
26352,26,125.23,9.58,-0.26,276.67
27918,24,132.32,9.07,1.8,276.67
29093,25,132.33,9.07,1.8,276.67
29042,26,132.33,9.07,1.8,276.67
24355,73,132.58,9.05,-1.59,276.68
26549,26,132.32,9.07,1.8,276.68
23311,68,119.18,10.07,-1.12,276.72
24285,61,132.67,9.04,-1.58,276.73
24697,38,118.27,10.15,-1.66,276.77
29431,41,130.35,9.21,0.72,276.77
25003,28,124.42,9.64,-1.3,276.8
29503,50,129.82,9.24,-0.1,276.82
31280,55,127.4,9.42,-0.87,276.82
31302,20,127.38,9.42,-0.85,276.82
29051,52,119.73,10.02,-1.28,276.83
30560,36,129.83,9.24,1.36,276.85
19717,63,126.03,9.52,-2.8,276.85
29189,39,122.1,9.83,-0.39,276.88
23925,58,118.87,10.1,0.64,276.92
29049,30,112.92,10.63,-1.62,276.95
11952,40,126.67,9.47,-0.98,276.97
30875,27,128.12,9.37,1.42,276.97
25608,37,123.15,9.74,-2.21,276.97
31965,61,112.47,10.67,-1.58,276.98
30522,32,121.72,9.86,-0.43,276.98
21427,63,120.9,9.93,-0.44,276.98
24614,29,125.1,9.59,0.01,277.0
30755,40,113.43,10.58,-0.61,277.0
30242,59,119.48,10.04,0.58,277.07
23105,65,121.47,9.88,-1.21,277.08
23082,51,121.48,9.88,-1.22,277.08
24014,60,120.57,9.95,-1.55,277.08
23593,65,127.95,9.38,-0.43,277.1
24273,62,125.22,9.58,-0.23,277.1
22464,69,119.87,10.01,-0.91,277.12
32017,67,129.15,9.29,-0.1,277.12
31804,51,118.77,10.1,-0.42,277.12
22309,63,119.87,10.01,-0.91,277.12
26644,43,125.65,9.55,-1.15,277.12
31099,31,129.72,9.25,-0.63,277.13
31803,51,118.77,10.1,-0.42,277.13
19478,45,125.25,9.58,-0.49,277.18
25229,61,130.13,9.22,-0.66,277.27
26143,41,125.5,9.56,0.29,277.28
25288,35,128.8,9.32,-0.19,277.28
25322,54,125.82,9.54,0.01,277.28
25736,29,124.63,9.63,-1.86,277.3
25402,37,124.27,9.66,-2.52,277.3
23074,55,119.58,10.04,-2.47,277.32
29137,43,126.57,9.48,0.47,277.37
23857,58,118.27,10.15,-2.76,277.4
29002,31,132.95,9.03,-0.58,277.43
30826,30,129.45,9.27,-0.4,277.43
31092,29,123.4,9.72,-1.13,277.47
25559,61,127.45,9.42,0.25,277.47
24989,32,131.93,9.1,0.36,277.5
15838,60,125.27,9.58,-0.03,277.5
25007,40,128.65,9.33,-0.45,277.52
24545,71,120.92,9.92,-2.25,277.53
31133,33,126.13,9.51,0.66,277.53
31672,43,125.77,9.54,-1.11,277.55
31209,55,122.98,9.76,0.63,277.57
29280,39,125.87,9.53,1.13,277.58
30140,40,128.85,9.31,0.15,277.6
24522,70,123.28,9.73,-2.09,277.6
31783,39,125.32,9.58,-0.86,277.62
31939,50,131.37,9.13,-0.05,277.62
15655,52,114.65,10.47,-2.04,277.62
24695,25,122.75,9.78,-0.81,277.63
8941,59,102.43,11.72,-2.53,277.67
29983,51,125.32,9.58,0.35,277.67
25345,22,127.98,9.38,-1.15,277.68
29227,62,119.97,10.0,-1.62,277.7
30518,39,122.18,9.82,-0.66,277.72
26202,38,129.55,9.26,-0.12,277.73
17627,63,104.72,11.46,-1.74,277.73
24197,64,117.53,10.21,-0.79,277.75
17545,55,102.02,11.76,-1.39,277.77
26761,34,129.45,9.27,-0.07,277.77
23742,59,114.58,10.47,-3.07,277.77
29069,49,127.32,9.43,-0.85,277.8
31663,54,132.13,9.08,-0.15,277.82
25026,38,119.55,10.04,0.15,277.87
24506,66,129.35,9.28,-2.2,277.92
25922,26,130.07,9.23,-0.24,277.92
23986,72,128.4,9.35,-0.36,277.93
25101,40,116.53,10.3,-3.09,277.97
32005,35,113.77,10.55,-0.27,277.97
25819,23,122.32,9.81,0.1,277.98
23559,55,114.33,10.5,-1.83,278.0
24463,65,128.9,9.31,-0.34,278.0
24565,70,128.7,9.32,-1.08,278.02
30119,26,125.48,9.56,-0.2,278.03
30399,56,118.7,10.11,-0.5,278.05
29413,38,131.72,9.11,-0.52,278.08
30484,53,114.42,10.49,-0.86,278.08
26910,33,135.8,8.84,0.13,278.08
7501,22,131.03,9.16,-0.68,278.1
27934,46,120.0,10.0,-1.26,278.1
26871,34,135.58,8.85,1.12,278.1
25952,27,121.3,9.89,-1.64,278.12
27532,56,120.0,10.0,-1.26,278.12
19693,44,118.92,10.09,-2.38,278.17
29620,26,122.22,9.82,-1.82,278.18
23469,68,111.38,10.77,-1.81,278.2
31204,44,122.67,9.78,-2.7,278.22
23766,65,123.53,9.71,1.01,278.25
25309,39,131.52,9.12,-0.27,278.25
29050,51,131.02,9.16,-1.31,278.27
25100,48,123.32,9.73,0.5,278.3
22139,45,123.33,9.73,0.16,278.3
32012,31,127.47,9.41,-2.27,278.32
18326,35,111.25,10.79,-0.34,278.32
29647,29,121.68,9.86,-0.18,278.33
29366,35,117.85,10.18,-1.26,278.35
24372,75,128.88,9.31,-1.08,278.35
26683,38,122.42,9.8,-1.14,278.37
23583,67,128.6,9.33,-0.12,278.37
31174,44,129.63,9.26,-1.08,278.38
25652,38,130.57,9.19,0.02,278.38
29299,46,112.58,10.66,0.05,278.4
24512,65,122.4,9.8,-2.2,278.42
26099,43,125.9,9.53,-0.11,278.42
23307,58,129.98,9.23,-0.29,278.43
26578,35,128.83,9.31,0.08,278.43
25208,55,116.55,10.3,-2.02,278.45
24255,64,121.6,9.87,-0.57,278.45
27570,56,119.57,10.04,0.38,278.45
29582,55,128.07,9.37,-0.89,278.45
31912,51,127.45,9.42,-2.26,278.47
27094,29,123.33,9.73,-0.35,278.48
25889,25,123.18,9.74,0.23,278.5
29237,50,123.3,9.73,-0.32,278.52
31772,45,123.08,9.75,-1.42,278.52
30227,36,129.28,9.28,-0.35,278.52
23118,67,122.23,9.82,-2.56,278.53
24248,62,123.72,9.7,-0.5,278.53
21004,61,121.35,9.89,-0.98,278.55
29573,38,121.95,9.84,-0.59,278.57
26589,22,131.13,9.15,1.09,278.57
27842,54,116.25,10.32,-0.88,278.58
31255,38,127.93,9.38,-1.33,278.62
32167,38,121.68,9.86,-0.85,278.62
27962,52,111.78,10.74,-1.44,278.63
26158,53,115.82,10.36,-0.27,278.63
29883,54,130.62,9.19,0.88,278.65
29736,30,123.6,9.71,-0.65,278.68
32014,53,127.37,9.42,-1.18,278.7
24533,78,118.17,10.15,-1.8,278.73
29882,39,122.75,9.78,-0.26,278.75
31754,51,115.92,10.35,-1.58,278.75
30734,58,118.67,10.11,-0.04,278.75
25948,42,127.78,9.39,-0.85,278.78
29516,22,123.92,9.68,-0.2,278.8
29329,38,127.18,9.44,-0.01,278.83
25027,28,123.6,9.71,-0.67,278.83
25043,29,123.6,9.71,-0.65,278.83
26297,27,122.93,9.76,-0.52,278.87
26774,48,122.47,9.8,0.27,278.87
25970,46,127.08,9.44,0.49,278.9
24297,60,124.83,9.61,-1.28,278.9
26940,45,132.13,9.08,-0.78,278.92
29894,53,136.57,8.79,-2.69,278.97
24611,51,120.95,9.92,-1.31,278.97
30395,29,128.65,9.33,-0.01,278.97
24730,25,122.3,9.81,-1.01,278.97
25061,55,120.95,9.92,-1.31,278.98
31241,55,117.65,10.2,-0.93,278.98
15868,54,131.85,9.1,-0.14,279.03
25387,42,125.9,9.53,-1.11,279.05
29690,49,131.63,9.12,0.69,279.08
31039,28,121.53,9.87,0.11,279.15
19379,64,114.9,10.44,-1.28,279.15
29491,25,126.87,9.46,-0.18,279.17
24688,53,128.75,9.32,-0.63,279.17
29810,31,121.58,9.87,-0.17,279.18
30843,35,125.02,9.6,-1.54,279.18
26492,35,128.38,9.35,-0.17,279.2
29716,45,127.75,9.39,-1.84,279.2
24515,65,130.67,9.18,-1.26,279.23
25544,21,117.27,10.23,-1.42,279.23
24689,38,120.22,9.98,-2.07,279.23
26801,45,126.82,9.46,-0.09,279.28
30931,34,123.87,9.69,-0.02,279.3
25473,26,123.75,9.7,-0.32,279.32
24310,64,123.95,9.68,-0.71,279.32
25240,56,118.7,10.11,-2.87,279.33
27217,24,128.23,9.36,-0.51,279.33
24005,60,119.25,10.06,-2.41,279.33
24830,18,135.7,8.84,2.09,279.37
27191,44,123.15,9.74,-2.43,279.37
24163,71,117.62,10.2,-0.89,279.42
24267,62,124.97,9.6,-1.17,279.42
10080,43,114.28,10.5,-1.56,279.45
26486,51,124.9,9.61,-1.5,279.47
24162,70,129.08,9.3,-0.75,279.47
26429,52,126.9,9.46,-1.83,279.5
29710,55,114.52,10.48,-0.9,279.5
7724,41,133.85,8.97,0.96,279.5
24796,39,132.28,9.07,-0.38,279.52
26153,46,127.5,9.41,-1.02,279.52
14906,30,112.62,10.66,0.01,279.53
23024,52,122.08,9.83,-1.29,279.55
30586,20,127.2,9.43,0.14,279.58
27024,28,132.68,9.04,0.11,279.58
24454,66,128.65,9.33,-1.73,279.58
30832,46,129.2,9.29,1.17,279.6
26179,26,124.67,9.63,-0.46,279.6
31760,67,130.03,9.23,-1.3,279.6
26850,44,130.5,9.2,-0.33,279.65
30789,65,119.07,10.08,0.3,279.65
29245,36,124.57,9.63,-1.67,279.67
26141,37,133.13,9.01,-1.62,279.7
24356,71,121.45,9.88,-0.1,279.72
29880,32,121.85,9.85,-1.39,279.72
26074,41,119.92,10.01,-1.68,279.72
25680,29,120.58,9.95,-0.17,279.73
25551,70,126.7,9.47,1.32,279.73
26223,34,125.2,9.58,0.4,279.75
29928,24,113.63,10.56,-2.06,279.77
24360,64,127.53,9.41,-1.36,279.78
31906,28,120.92,9.92,-0.76,279.82
31909,29,120.92,9.92,-0.76,279.82
25690,45,124.37,9.65,-2.07,279.85
30042,68,126.28,9.5,-0.04,279.87
26241,43,115.9,10.35,-2.59,279.88
25750,25,126.6,9.48,0.71,279.9
24818,36,122.32,9.81,-0.21,279.9
24550,73,130.5,9.2,-0.86,279.9
29194,57,122.8,9.77,-1.01,279.92
27258,47,129.07,9.3,-0.55,279.95
31252,51,123.88,9.69,-0.19,279.95
29442,42,124.1,9.67,-0.49,279.98
27056,34,118.05,10.17,-2.67,279.98
24457,68,128.55,9.33,-0.32,280.03
27088,31,120.82,9.93,-2.04,280.03
25571,27,124.85,9.61,-2.28,280.03
27809,56,121.85,9.85,0.31,280.05
29143,25,125.52,9.56,-1.72,280.07
22319,51,127.33,9.42,-1.08,280.08
22793,54,120.27,9.98,-0.81,280.08
30769,27,125.52,9.56,-1.72,280.08
31589,57,126.3,9.5,-0.71,280.08
29611,28,133.13,9.01,-0.27,280.08
30801,48,129.92,9.24,0.45,280.1
24456,65,130.65,9.18,-0.63,280.1
32172,52,127.83,9.39,-0.93,280.1
24529,67,128.0,9.38,-1.01,280.1
27383,25,123.67,9.7,-2.56,280.12
25702,26,128.9,9.31,-0.8,280.13
30542,59,121.83,9.85,-1.61,280.17
30809,39,130.48,9.2,-0.76,280.18
29452,29,121.67,9.86,-1.67,280.18
31143,26,129.73,9.25,-0.03,280.18
7572,52,123.98,9.68,-1.54,280.2
29942,50,130.18,9.22,-0.37,280.22
23944,62,125.83,9.54,-1.38,280.23
31647,53,124.62,9.63,-0.16,280.3
25363,43,125.58,9.56,-0.7,280.3
26470,34,108.97,11.01,0.03,280.33
31319,49,119.32,10.06,-0.35,280.4
26618,26,119.03,10.08,-2.19,280.4
26410,27,132.88,9.03,0.51,280.42
27500,57,120.42,9.97,-1.18,280.43
31467,67,128.93,9.31,0.26,280.47
20904,55,120.38,9.97,0.33,280.47
30954,42,129.27,9.28,-0.39,280.48
29432,48,128.87,9.31,-0.4,280.52
22801,65,115.88,10.36,-0.7,280.53
25073,25,125.93,9.53,-1.08,280.57
27332,41,129.1,9.3,-0.75,280.57
23553,68,123.65,9.7,-2.9,280.58
24016,60,122.2,9.82,-0.74,280.6
27426,61,131.27,9.14,-1.39,280.62
31893,35,126.67,9.47,-0.08,280.62
25783,36,126.67,9.47,-0.09,280.62
30869,39,131.93,9.1,-0.74,280.63
29453,33,130.43,9.2,-0.94,280.67
29434,21,124.02,9.68,-0.04,280.68
23876,67,124.67,9.63,-2.86,280.68
15373,60,116.22,10.33,-0.34,280.7
22289,48,118.13,10.16,-1.05,280.7
30308,44,120.4,9.97,0.19,280.7
30111,31,129.9,9.24,1.38,280.73
1968,76,128.87,9.31,0.08,280.75
26180,51,113.25,10.6,1.02,280.75
29396,21,131.83,9.1,-0.04,280.75
15150,55,110.65,10.85,-0.83,280.75
30461,32,129.92,9.24,1.38,280.75
30051,47,115.75,10.37,-0.74,280.77
17868,30,101.48,11.82,0.45,280.78
30108,20,131.87,9.1,-0.05,280.78
29973,19,131.83,9.1,-0.04,280.78
30069,24,133.02,9.02,1.16,280.8
25331,42,119.43,10.05,-1.48,280.8
30029,51,128.32,9.35,-0.79,280.82
25761,41,123.63,9.71,-1.45,280.82
27704,52,126.63,9.48,-0.04,280.82
26169,23,133.0,9.02,1.17,280.83
30104,21,131.85,9.1,-0.06,280.83
29282,38,114.17,10.51,-2.99,280.88
25821,41,134.68,8.91,0.09,280.88
24912,25,130.9,9.17,-0.15,280.93
24739,26,120.02,10.0,-2.85,280.93
29380,25,125.57,9.56,-0.74,280.93
24217,65,127.93,9.38,-1.46,280.95
24245,72,126.8,9.46,-1.97,280.95
29889,49,127.08,9.44,0.17,280.97
30819,53,126.65,9.47,-2.9,280.97
31268,57,131.92,9.1,0.06,281.0
20774,60,112.12,10.7,-2.05,281.0
27851,28,127.0,9.45,-0.37,281.02
29417,41,123.98,9.68,-2.06,281.03
24161,65,119.45,10.05,-0.96,281.05
25391,19,135.23,8.87,0.2,281.07
25739,43,127.08,9.44,-0.83,281.07
29303,35,128.53,9.34,-0.28,281.08
25615,19,124.65,9.63,-1.89,281.12
29047,53,118.95,10.09,-0.85,281.13
31778,50,131.82,9.1,-0.5,281.15
30947,54,127.33,9.42,-0.31,281.17
25567,36,128.22,9.36,-1.03,281.18
27431,41,131.52,9.12,-0.32,281.2
31373,37,126.25,9.5,-0.94,281.2
26127,39,128.02,9.37,-0.83,281.23
14824,43,115.3,10.41,-2.25,281.25
29033,54,133.52,8.99,-2.02,281.25
29273,42,130.85,9.17,0.06,281.27
29391,45,126.77,9.47,-1.36,281.3
26358,24,125.27,9.58,0.66,281.3
30921,60,126.72,9.47,0.09,281.35
24427,66,126.73,9.47,-0.54,281.37
25168,29,122.08,9.83,-1.49,281.38
26510,33,111.5,10.76,-2.58,281.4
27285,24,135.12,8.88,-0.21,281.4
25756,36,133.05,9.02,0.39,281.4
25133,38,126.25,9.5,0.19,281.4
8850,44,117.85,10.18,-0.01,281.45
32115,50,129.72,9.25,-0.81,281.48
31682,52,129.32,9.28,-0.9,281.48
15841,75,123.23,9.74,-0.24,281.48
31683,47,129.33,9.28,-0.93,281.5
25627,25,137.12,8.75,0.18,281.52
29934,57,133.92,8.96,0.11,281.53
27222,64,127.22,9.43,-1.14,281.55
32127,30,123.9,9.69,-1.78,281.57
26123,55,118.32,10.14,-0.91,281.63
26905,51,123.92,9.68,-2.38,281.65
25427,34,125.57,9.56,-0.74,281.72
31740,46,124.02,9.68,0.34,281.73
30392,53,123.12,9.75,-0.93,281.75
31389,48,134.02,8.95,0.11,281.75
27018,60,136.38,8.8,-0.44,281.75
29900,52,122.92,9.76,-1.18,281.77
32019,29,126.72,9.47,-1.65,281.77
24855,32,118.93,10.09,-0.56,281.77
25250,30,137.43,8.73,0.95,281.88
25691,25,123.03,9.75,-0.3,281.9
15942,66,119.32,10.06,0.32,281.9
31343,27,130.7,9.18,-0.3,281.93
29920,54,123.83,9.69,-0.43,281.93
29916,54,116.03,10.34,-2.06,282.03
29211,46,119.63,10.03,-1.86,282.05
22727,49,121.3,9.89,-2.48,282.1
24305,61,131.05,9.16,-2.58,282.12
26373,36,120.75,9.94,-1.14,282.12
26890,31,124.5,9.64,-0.56,282.12
26211,28,134.28,8.94,0.52,282.15
25389,34,126.15,9.51,-0.62,282.15
26011,32,128.67,9.33,-0.57,282.17
4646,45,114.43,10.49,-0.57,282.18
18549,58,112.55,10.66,-3.06,282.22
25480,24,124.78,9.62,-0.87,282.22
26214,38,134.02,8.95,-1.11,282.23
26746,23,125.3,9.58,-0.77,282.25
24417,67,125.63,9.55,-2.34,282.25
26876,27,125.6,9.55,-1.14,282.27
30704,41,131.82,9.1,-0.79,282.32
30705,44,132.03,9.09,-0.96,282.32
24444,66,128.55,9.33,-1.31,282.35
19790,42,114.85,10.45,-2.39,282.35
23248,65,112.67,10.65,-1.86,282.37
25564,46,131.97,9.09,-2.18,282.45
31405,37,123.02,9.75,-0.56,282.45
29115,36,127.8,9.39,-0.29,282.45
26773,41,124.32,9.65,-1.03,282.47
24849,45,128.35,9.35,-0.43,282.47
25759,40,129.42,9.27,-0.63,282.48
30337,40,129.38,9.28,-0.57,282.5
30496,39,133.47,8.99,0.87,282.5
29890,24,131.38,9.13,0.76,282.5
22819,65,124.12,9.67,-2.46,282.52
31432,44,121.62,9.87,-0.82,282.55
24330,60,125.4,9.57,-1.35,282.55
31439,46,130.95,9.16,-0.75,282.55
17192,38,132.12,9.08,-0.68,282.58
30101,26,129.27,9.28,-2.12,282.6
31810,65,132.12,9.08,-0.67,282.6
21900,62,120.0,10.0,-1.52,282.62
23368,59,126.35,9.5,-1.47,282.63
30435,38,128.63,9.33,-0.78,282.63
29054,60,128.88,9.31,-0.56,282.63
15842,61,125.5,9.56,-1.04,282.63
24264,63,133.97,8.96,0.54,282.7
27927,55,130.63,9.19,-0.48,282.72
26036,27,131.73,9.11,-0.02,282.72
21134,62,118.53,10.12,-2.08,282.75
26115,32,114.72,10.46,-0.42,282.77
30234,41,122.95,9.76,-0.2,282.77
26114,31,136.3,8.8,-2.01,282.77
29357,23,121.13,9.91,0.66,282.78
32089,49,125.37,9.57,-1.39,282.78
25944,54,117.43,10.22,-1.76,282.8
24523,67,128.17,9.36,-1.72,282.8
31088,51,117.55,10.21,-0.92,282.83
29060,44,126.5,9.49,-0.03,282.83
19108,58,118.45,10.13,-0.49,282.85
25374,33,127.98,9.38,-1.16,282.85
29298,55,129.83,9.24,-0.28,282.87
23128,66,113.9,10.54,-1.64,282.9
18641,62,118.65,10.11,-1.58,282.93
29801,58,128.18,9.36,-0.69,282.98
27164,41,128.75,9.32,0.02,282.98
30939,20,127.35,9.42,-0.35,283.0
24470,70,126.0,9.52,-1.19,283.03
30282,44,121.45,9.88,-2.15,283.03
26183,35,123.45,9.72,-2.47,283.03
26542,34,113.95,10.53,-1.15,283.1
26541,27,129.37,9.28,0.33,283.13
27509,38,127.55,9.41,-1.14,283.15
29104,52,124.82,9.61,-0.79,283.17
26107,27,120.9,9.93,-1.48,283.17
27777,58,126.18,9.51,-0.96,283.18
27686,38,132.27,9.07,-0.0,283.18
29909,53,125.57,9.56,-0.49,283.2
25148,36,127.47,9.41,-0.53,283.2
27953,55,128.58,9.33,-0.71,283.23
30012,45,128.27,9.36,-0.23,283.23
7583,28,130.27,9.21,0.71,283.27
25266,36,128.73,9.32,0.26,283.28
26247,36,111.83,10.73,-0.0,283.3
26782,26,122.45,9.8,0.42,283.3
27044,22,133.27,9.0,-0.0,283.32
27004,21,133.27,9.0,-0.02,283.32
16544,32,125.67,9.55,-1.73,283.32
27045,21,133.27,9.0,-0.0,283.32
25735,61,125.67,9.55,-1.73,283.32
29278,37,128.1,9.37,0.15,283.42
25910,27,132.12,9.08,0.18,283.43
26106,30,125.98,9.53,-1.34,283.43
31763,39,129.33,9.28,-0.41,283.45
29485,18,122.67,9.78,0.19,283.45
15917,61,131.52,9.12,0.06,283.47
31094,56,121.95,9.84,-0.2,283.47
30604,40,129.92,9.24,1.01,283.48
31806,57,136.0,8.82,0.54,283.48
29695,37,115.93,10.35,-0.92,283.5
30038,36,122.3,9.81,-2.84,283.55
30558,51,128.53,9.34,0.28,283.57
29228,61,124.02,9.68,-0.96,283.58
23834,57,129.2,9.29,-0.55,283.58
23301,64,108.35,11.08,-0.75,283.58
24897,58,128.48,9.34,-0.86,283.6
27350,37,128.08,9.37,-0.81,283.65
23638,68,125.68,9.55,-0.49,283.75
24772,31,138.87,8.64,0.88,283.78
29518,65,129.9,9.24,-0.2,283.78
24676,38,119.88,10.01,-2.07,283.8
24354,63,122.52,9.79,-2.11,283.8
30759,27,131.23,9.14,-0.15,283.82
21818,63,117.65,10.2,-1.66,283.82
25186,59,133.12,9.01,-0.12,283.82
26856,29,113.47,10.58,-0.63,283.83
25209,53,124.78,9.62,-2.14,283.85
31213,45,128.2,9.36,-1.12,283.9
25488,37,131.63,9.12,0.53,283.9
25769,58,134.23,8.94,-1.33,283.92
30471,21,135.67,8.84,-0.57,283.93
24635,44,121.7,9.86,-1.21,283.93
26089,57,132.72,9.04,-0.39,283.97
30523,48,125.37,9.57,-1.38,284.0
32083,31,132.37,9.07,-0.01,284.08
25141,60,129.0,9.3,-1.32,284.1
26799,39,129.97,9.23,-0.23,284.13
25678,24,130.83,9.17,-1.01,284.17
24004,72,121.73,9.86,-2.98,284.17
23516,65,120.55,9.95,-2.65,284.2
29157,49,126.53,9.48,-0.4,284.22
24847,28,128.3,9.35,-0.89,284.22
24443,67,129.72,9.25,-0.63,284.25
31023,59,131.72,9.11,-0.52,284.25
31871,28,122.4,9.8,-0.68,284.27
29782,60,130.67,9.18,-0.28,284.28
26289,59,124.35,9.65,-1.27,284.28
20504,46,126.42,9.49,-1.09,284.38
31698,46,122.48,9.8,-1.08,284.4
24414,70,129.37,9.28,-0.68,284.4
15853,73,128.98,9.3,-1.26,284.42
25299,55,118.65,10.11,-2.09,284.45
26006,47,134.22,8.94,-1.55,284.45
29579,46,135.63,8.85,-0.22,284.47
31376,38,130.93,9.17,-0.56,284.47
17805,40,125.28,9.58,-2.92,284.48
24380,66,125.28,9.58,-2.92,284.48
7562,44,133.85,8.97,-1.16,284.5
29193,27,114.85,10.45,-1.29,284.52
30818,64,124.88,9.61,-1.53,284.52
27900,38,123.38,9.73,-0.55,284.6
30244,51,121.57,9.87,-1.57,284.62
25982,29,125.82,9.54,-0.15,284.62
25772,38,133.13,9.01,-1.63,284.63
26634,40,127.75,9.39,-0.74,284.63
32119,29,135.67,8.84,0.71,284.67
31940,27,135.67,8.84,0.69,284.67
23230,60,126.65,9.47,0.19,284.67
29672,39,130.05,9.23,-0.68,284.68
31289,52,124.73,9.62,-1.01,284.7
29548,25,128.88,9.31,-0.86,284.7
25317,41,128.1,9.37,-0.84,284.72
24605,47,127.72,9.4,-1.95,284.75
23351,55,119.05,10.08,-2.47,284.77
30464,35,119.62,10.03,-1.0,284.78
15923,53,124.52,9.64,-1.78,284.8
31160,40,114.6,10.47,-2.87,284.8
29841,29,123.12,9.75,-2.62,284.83
24345,68,136.85,8.77,-3.06,284.92
25860,36,132.62,9.05,0.06,284.92
29284,41,124.85,9.61,-1.72,284.97
25412,53,125.97,9.53,-1.32,284.97
